track_id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,emotion
0V7wkk4c6GUJyVs8Ou2XpF,0.85,0.271,0.227,0.993,0.313,-20.34,0.0421,36.702,0.0361,1
4SnXMlF03pGItpNkxZ6iaj,0.917,0.176,0.305,0.456,0.159,-15.797,0.0426,72.171,0.129,1
3hdquxjWlgbFvT4Uh7oIF5,0.675,0.155,0.026,0.968,0.128,-30.307,0.047,62.543,0.0365,1
0iLFUBs7HyMolbdHvYY5lz,0.143,0.218,0.26,0.135,0.0832,-12.986,0.0292,104.786,0.034,1
3GL9HZJA6URpDLNESgmfMB,0.946,0.694,0.348,0.446,0.0403,-13.156,0.551,78.867,0.102,1
7JDINBDWfl0GmL5Wnt66zy,0.676,0.549,0.0216,0.412,0.146,-16.583,0.121,83.873,0.18,1
1jjwXZwC4QZxjC1cU93cC5,0.899,0.211,0.505,0.88,0.0936,-10.047,0.0426,130.414,0.0942,1
5VgJQc4YGkJ2poIdCdmEcg,0.972,0.246,0.108,0.709,0.361,-21.412,0.0283,82.367,0.212,1
165vtrm98otIg9Q36AfuDP,0.751,0.121,0.0505,0.896,0.109,-20.626,0.0348,95.485,0.0347,1
7oIs6mfABQ5tWgQgelhwzC,0.9,0.196,0.214,0.877,0.562,-20.091,0.0738,64.448,0.0378,1
3FygG4OdxiUoB1G6h2rmTB,0.00111,0.388,0.225,0.925,0.0859,-18.056,0.0454,120.796,0.079,1
772wRzI6VkJmYYX6UDsN7k,0.602,0.231,0.288,0.916,0.0964,-15.332,0.0332,62.756,0.239,1
37AeIi2vuBSWmJdG3zXn3k,0.72,0.482,0.533,0.913,0.46,-9.209,0.058,127.983,0.157,1
4BfZixUMNsgFdqfLlQCt3s,0.892,0.225,0.229,0.672,0.233,-17.42,0.0285,60.969,0.0364,1
7hl7DsrdikynUcsCcikkf7,0.89,0.404,0.417,0.752,0.0636,-7.714,0.0353,114.98,0.0389,1
03COGSUYyXlhwxa2kAUsXM,0.0505,0.36,0.21,0.203,0.0687,-20.737,0.0321,98.806,0.0366,1
2y5uipYBTEjZfdZALsXdY5,0.233,0.49,0.404,0.0992,0.243,-17.056,0.034,90.065,0.154,1
0Y0GcxRARkm4aOH9yRmbf9,0.72,0.55,0.325,0.721,0.104,-15.902,0.0319,149.012,0.225,1
4odaTt0ZcHQAifVHM3dSYD,0.985,0.287,0.095,0.973,0.127,-17.313,0.0377,109.402,0.0386,1
4yaMIPhBkF1w6o9nnHiz0W,0.886,0.487,0.0552,0.857,0.11,-19.934,0.0312,119.9,0.268,1
3iJP1AzZzlbUqJNJUvfJo3,0.934,0.241,0.243,0.798,0.167,-18.811,0.0641,131.105,0.043,1
1XAIPJj2b0QPZ7tZMANgrj,0.707,0.187,0.102,0.539,0.38,-24.147,0.0377,63.428,0.0324,1
4gBHzGriOL9bhAH5H5TcvI,0.983,0.175,0.000922,0.928,0.0843,-32.269,0.047,77.133,0.0564,1
5t9tNvr2PMySMEwa00KKWK,0.976,0.369,0.132,0.599,0.0788,-17.839,0.0312,135.229,0.158,1
2zN18Jr6veZCZdNNEvfedw,0.855,0.112,0.189,0.856,0.11,-14.757,0.0367,93.647,0.029,1
1Fqw3Rhetwn4AbJSWka3t0,0.832,0.242,0.241,0.693,0.13,-16.04,0.0341,128.252,0.0371,1
22FpIMXlCuIzAANXGnx5pD,0.973,0.255,0.0393,0.949,0.0775,-27.549,0.0433,110.145,0.0649,1
3IXUYVAWAc7gTkivrc4QTk,0.261,0.347,0.393,0.81,0.279,-15.287,0.0403,117.693,0.109,1
3VPtEJImfkCd051XX4Lafu,0.986,0.697,0.029,0.889,0.0747,-22.441,0.0899,116.288,0.0795,1
7xToWWonEBX2NbGUEvLrTh,0.934,0.216,0.146,0.905,0.105,-14.8,0.0372,80.653,0.0542,1
45ow7mU84aMxjKsqb2MjHb,0.673,0.255,0.131,0.847,0.0892,-22.551,0.0397,75.092,0.0316,1
0kyQXA9L99OvdN3VGSEChO,0.781,0.383,0.308,0.461,0.661,-11.26,0.0336,129.941,0.231,1
0pawC2EFDGZvBeWTdImfwG,0.944,0.234,0.228,0.884,0.157,-19.968,0.0369,111.762,0.0482,1
7Ad2gUDCQ3PdvMiZGcvN4r,0.874,0.114,0.0594,0.967,0.0826,-24.757,0.0368,78.981,0.0363,1
0L2WFbOxfJeuu29p3y8gfe,0.458,0.134,0.281,0.776,0.106,-14.838,0.0436,176.062,0.0365,1
5F9csSXROlrxmcA7zziwYI,0.477,0.193,0.264,0.425,0.156,-18.644,0.0374,123.147,0.0394,1
4moqMVz473dWvQRcxWHsDy,0.946,0.198,0.0262,0.887,0.098,-39.265,0.035,76.994,0.0389,1
4rWZjQjoC0k3TaCmvLbZHw,0.323,0.108,0.469,0.871,0.0835,-11.586,0.0464,68.221,0.0407,1
3zrk83IjQy6YEQXUB39ieP,0.657,0.163,0.306,0.763,0.0859,-15.107,0.108,91.224,0.0442,1
0f6t3kaQxnKcpfMSYpRdul,0.991,0.58,0.249,0.841,0.115,-17.69,0.0494,150.106,0.485,1
0blveAryvPbFdXQRDqbeEa,0.938,0.566,0.0497,0.676,0.104,-21.114,0.381,123.805,0.296,1
1hyfDcEzb17f7oq6KbRofJ,0.392,0.0957,0.22,0.952,0.218,-18.301,0.037,86.322,0.0304,1
5U13nJMHImwWTmOPhwz7jO,0.847,0.0675,0.138,0.923,0.0846,-15.585,0.0355,73.631,0.0364,1
5VMfa6KO8QOShgdZzPxvMv,0.3,0.227,0.386,0.933,0.0913,-8.532,0.0355,64.289,0.0356,1
4ZqUTFr0MnjW53VyfphPE6,0.931,0.323,0.189,0.921,0.105,-16.784,0.0338,62.848,0.0337,1
1G6o5nJ0XHhhIu7dXtZ8XV,0.879,0.465,0.248,0.896,0.112,-28.222,0.03,99.977,0.36,1
4se6ISqLbiOhA0t4382HxE,0.913,0.178,0.199,0.799,0.0882,-13.982,0.0347,106.058,0.0349,1
45EsuvNDt2juEytk79BZkB,0.945,0.148,0.347,0.679,0.1,-14.805,0.0525,176.977,0.127,1
4e7qe9jBwMxyQanAs87AHK,0.264,0.527,0.556,0.856,0.0864,-14.358,0.0336,107.717,0.395,1
4XuKy6rZqB5LPi0oFCcdEM,0.974,0.409,0.0879,0.797,0.109,-19.919,0.0514,76.038,0.0391,1
3AfG90cdV9IxCDTyjleSk3,0.113,0.0769,0.333,0.734,0.11,-15.69,0.0454,81.05,0.0648,1
1kKfs1ZWj9BG6WFZl5MeMW,0.564,0.148,0.0756,0.729,0.0843,-28.565,0.037,73.128,0.0341,1
60YzSIV9nEcal7CO4UMxF6,0.988,0.665,0.0673,0.881,0.103,-16.886,0.0935,124.277,0.134,1
70TcUhwpKisButgsZ87rYC,0.985,0.256,0.888,0.894,0.143,-15.056,0.0573,58.744,0.0296,1
7b8OAPjsUN31VednIkGClK,0.98,0.184,0.208,0.0768,0.303,-12.819,0.0438,165.409,0.12,1
5fgnQX1Hm2L26oa90Sz4Vp,0.654,0.227,0.012,0.186,0.0896,-32.875,0.042,102.593,0.0402,1
7e1bahTd01oHfbjMPigccN,0.991,0.202,0.00668,0.9,0.101,-27.287,0.0429,66.377,0.0683,1
0O6GM8gBnc7YOX4MsnVLvd,0.673,0.157,0.401,0.961,0.271,-15.04,0.0407,96.946,0.0679,1
7JvWJc1JVnTqWZRDOF3r61,0.171,0.0865,0.0395,0.914,0.117,-26.322,0.0397,60.366,0.106,1
3Dsztrm26q4CZTih0hKDou,0.989,0.322,0.00387,0.888,0.108,-27.928,0.0462,68.406,0.0464,1
11KfPK2HJV543eXhoC8xNz,0.89,0.115,0.15,0.897,0.102,-17.311,0.0397,80.507,0.0291,1
212X4PWiWwUWX8Xxg5L7E3,0.299,0.595,0.609,0.717,0.102,-17.524,0.0657,154.407,0.0369,1
7gBLG60Mj0WkGsrsc8ruaH,0.949,0.103,0.0573,0.346,0.294,-24.784,0.0454,169.631,0.0299,1
2teTZKjFVUWdVkhww9SkX3,0.722,0.129,0.266,0.972,0.151,-17.083,0.0349,77.357,0.0332,1
6wjzOCbqkJSblEPwynPdvi,0.125,0.169,0.193,0.921,0.559,-18.188,0.0755,115.295,0.0329,1
4D7itpgDVbwjrQReD7eFCf,0.797,0.449,0.617,0.96,0.168,-9.721,0.0371,111.039,0.397,1
2rcbbvI7eMG5NsPuxOpaiI,0.94,0.198,0.111,0.966,0.0879,-23.532,0.0366,78.534,0.0358,1
52JP1M5a8WlPdyh7VOkYwL,0.933,0.164,0.0989,0.867,0.114,-20.121,0.0382,64.538,0.0383,1
1YDGmq7oWGfxR0J5y8AL5Y,0.987,0.2,0.0162,0.953,0.0844,-24.397,0.0451,70.882,0.0398,1
1BvmsJsEzgWTsigenuv6sf,0.0547,0.371,0.406,0.884,0.429,-16.1,0.0413,151.988,0.197,1
5rwltqXrIniDtZIx4J6u50,0.31,0.169,0.0598,0.924,0.173,-22.07,0.0339,81.986,0.0318,1
5jYaqMXbUXyUk9VQgOWR4K,0.599,0.203,0.107,0.926,0.111,-22.716,0.0329,90.028,0.038,1
4XJhmauJ6Cff44L2LoggKD,0.574,0.101,0.151,0.806,0.104,-14.481,0.0355,66.246,0.0289,1
1kwQ2WKfs5apzQ1GT3sjUI,0.943,0.619,0.17,0.572,0.0675,-17.802,0.0275,139.935,0.0369,1
1NrdSFF2a3j69zruZelAUe,0.0556,0.3,0.0355,0.912,0.0782,-24.389,0.039,104.017,0.0381,1
2uuN953EdDUQWKC1deeWDW,0.5,0.269,0.172,0.868,0.149,-22.118,0.0449,79.316,0.183,1
1T8qhKiVaIPPsLgbuTFwqp,0.148,0.172,0.0898,0.891,0.105,-24.68,0.043,122.594,0.0331,1
3GO3jZHbJCPCEvsY52X1NO,0.799,0.179,0.304,0.93,0.314,-19.13,0.0355,105.87,0.0838,1
6S1ozoWvHaQHriIKyYC8t9,0.917,0.568,0.0938,0.904,0.364,-25.243,0.0325,99.947,0.118,1
18SnnFjvp2mZFcVS23SU6m,0.0184,0.62,0.0744,0.883,0.0999,-20.678,0.0341,108.213,0.109,1
5bx2nNV74XMkFuT0jig4FU,0.616,0.362,0.328,0.873,0.618,-12.051,0.0326,74.768,0.0713,1
4QfDzz1WJkNvilNEnlUsgn,0.818,0.23,0.258,0.568,0.263,-17.737,0.0322,88.091,0.0659,1
17dS5iy1iXUJLfcYmFysd1,0.618,0.274,0.191,0.901,0.189,-13.439,0.0365,73.045,0.0302,1
4EcxMlt5aqFzOApOUOLSgf,0.574,0.505,0.317,0.883,0.0629,-15.417,0.0284,97.995,0.0394,1
3lIniYPvbA0PEz5ggV9qbL,0.606,0.151,0.0848,0.447,0.124,-27.209,0.041,65.514,0.0725,1
61fBpJBrnORYZIkYFOas8z,0.987,0.661,0.00969,0.948,0.108,-28.062,0.0393,130.044,0.0324,1
7C0PLU09wuagiab4Ks3Yih,0.544,0.4,0.156,0.933,0.217,-17.666,0.0447,136.219,0.0372,1
22cJtBKJkBX78qmTOUTX9q,0.857,0.223,0.216,0.918,0.127,-15.776,0.04,136.62,0.0399,1
0KszqO9pbNKXJcIPk4n65Z,0.108,0.409,0.594,0.349,0.167,-10.239,0.0378,137.175,0.232,1
40KhbrKnYmg5WQZIaD2RSU,0.761,0.0732,0.256,0.953,0.0997,-17.382,0.0356,178.597,0.0326,1
7ymrXYasnPS7ES4kmpzVye,0.988,0.329,0.0666,0.913,0.118,-19.454,0.0392,68.091,0.039,1
3rifZ7VFpt5pfayWknwfY6,0.862,0.45,0.32,0.506,0.16,-14.133,0.0439,119.849,0.0462,1
0mt7u22d1yfLR6zna34XYk,0.98,0.63,0.192,0.896,0.108,-14.102,0.0426,144.904,0.49,1
6e18hgBOHz53Xb3za93Eey,0.405,0.195,0.168,0.972,0.0865,-22.176,0.0377,102.54,0.0271,1
0tKTr4FRGpunqGobGMpjiW,0.753,0.517,0.349,0.806,0.12,-17.35,0.0553,128.484,0.101,1
5bq5XsEQ2QEoxQn22EJXmd,0.708,0.199,0.247,0.839,0.166,-18.179,0.0436,67.968,0.0337,1
6PGIZXxvDYQYbdxWT8mUB0,0.903,0.38,0.184,0.911,0.132,-23.831,0.0389,159.242,0.0385,1
2qSkIjg1o9h3YT9RAgYN75,0.107,0.701,0.76,6.54e-05,0.185,-5.478,0.0285,103.969,0.69,2
3RfTeIrWS8LNrfHYwechtt,0.35,0.768,0.716,0.0,0.15,-5.11,0.0404,131.43,0.841,2
7tYCf3ftc99AQrn2cXYM6d,0.26,0.668,0.686,3.03e-05,0.31,-5.95,0.149,101.936,0.323,2
5C8ySsx3AT121g24uYR823,0.117,0.769,0.858,0.0186,0.157,-6.01,0.15,160.049,0.86,2
3SawmGBjjq8EOYZJV11cJm,0.00124,0.47,0.709,0.00121,0.302,-4.563,0.0299,98.036,0.247,2
06rcHn4ehOCA1I1n6CJ2lb,0.00906,0.877,0.639,0.00205,0.224,-7.886,0.0582,116.996,0.63,2
2rmwqU7yzTvzkiaRV53DpT,0.0922,0.721,0.769,0.0,0.0817,-4.111,0.105,155.932,0.915,2
5D34wRmbFS29AjtTOP2QJe,0.19,0.787,0.775,6.54e-05,0.113,-6.614,0.0548,118.998,0.787,2
1vYXt7VSjH9JIM5oRRo7vA,0.0207,0.671,0.845,0.0,0.329,-4.93,0.048,110.056,0.775,2
3WNZCfPoouCRTbZR0pi0Vn,0.512,0.451,0.422,0.162,0.139,-8.477,0.0433,119.998,0.119,2
7vBHTxpZuSuywxr9n1tuzv,0.0658,0.804,0.746,0.0424,0.291,-9.262,0.183,109.941,0.728,2
72yP0DUlWPyH8P7IoxskwN,0.0746,0.667,0.75,0.000198,0.197,-4.602,0.0906,126.041,0.486,2
4tekXLedu6wxNhHkKjFkPE,0.246,0.843,0.7,0.0,0.256,-4.577,0.0783,110.009,0.638,2
4WnmTHCNN45jvQCrlbEWs0,0.037,0.708,0.598,0.0,0.17,-8.365,0.0291,112.027,0.698,2
629DixmZGHc7ILtEntuiWE,0.0452,0.893,0.4,0.0823,0.0632,-7.981,0.0643,124.987,0.945,2
6yc6GZm46yU5lYd9mfKTkw,0.363,0.718,0.682,0.000387,0.0868,-8.53,0.0481,110.01,0.315,2
7221xIgOnuakPdLqT0F3nP,0.00757,0.638,0.855,0.0,0.245,-4.86,0.0264,127.986,0.731,2
3IHaiorYWOcr8Kzs85PWF7,0.0558,0.745,0.729,0.0,0.0589,-5.573,0.221,115.028,0.629,2
3p1Hj8VQuiWwQOoAHXJK4v,0.0333,0.766,0.875,0.0253,0.203,-7.673,0.711,128.046,0.479,2
40SBS57su9xLiE1WqkXOVr,0.0166,0.578,0.912,0.00362,0.273,-3.929,0.114,127.87,0.68,2
3ponDZeMH4ONWpPCyfrJ5L,0.213,0.683,0.652,5.89e-05,0.395,-7.779,0.0544,89.987,0.408,2
1PckUlxKqWQs3RlWXVBLw3,0.0995,0.836,0.743,0.0,0.335,-6.305,0.0656,108.966,0.722,2
40gooTta3y4FgzXaMOGDJL,0.328,0.722,0.706,0.0,0.108,-4.552,0.0314,114.983,0.715,2
2XWV1kIh4nth7BbpUjd371,0.188,0.622,0.802,0.0,0.389,-6.272,0.0725,120.012,0.329,2
6sZo5nJIsFWXefRCCexpx0,0.0273,0.668,0.802,0.0,0.163,-4.005,0.0917,113.796,0.769,2
6hb6lIxUkaf336YTJ8gTyZ,0.158,0.896,0.685,0.227,0.0396,-6.224,0.0585,111.945,0.582,2
2wXfd4Vz6pzJrrPvGhpYz0,0.00248,0.584,0.742,1.78e-05,0.0813,-5.201,0.0373,75.986,0.585,2
0TDaAmClKfSekHhvHBKxz5,0.00722,0.694,0.705,0.000409,0.136,-8.101,0.104,123.973,0.338,2
3h0tEwAyOCQDa4X8NEcy0Q,0.0487,0.769,0.596,0.00803,0.204,-9.359,0.0524,105.032,0.259,2
19kHhX6f6EfLU7rcO3RqjO,0.207,0.62,0.761,0.000147,0.269,-7.282,0.175,146.003,0.194,2
4BdGO1CaObRD4La9l5Zanz,0.117,0.638,0.738,0.000384,0.689,-4.976,0.0292,97.021,0.657,2
2mGvo3ClBGV0nJQ89wswui,0.0929,0.7,0.816,0.0,0.0333,-4.942,0.142,96.986,0.724,2
4sigEqg7SMeZsn8haXoloU,0.148,0.7,0.705,0.0343,0.161,-6.026,0.0414,99.97,0.521,2
0MFwVhsX9FgBKR57G8s84R,0.00423,0.771,0.738,0.00419,0.501,-4.88,0.0303,126.983,0.761,2
7KA4W4McWYRpgf0fWsJZWB,0.371,0.558,0.559,7.49e-06,0.109,-9.222,0.0959,78.558,0.62,2
6JRbMrGIQbvE9Ybd6xW0u6,0.0355,0.621,0.684,0.0318,0.371,-7.539,0.0448,95.004,0.713,2
43VvkZyh76hSu1aACUa4BK,0.113,0.768,0.698,5.06e-06,0.125,-7.58,0.337,120.0,0.732,2
7FESgYLcOufHqKlwrvJN60,0.0406,0.78,0.798,6.31e-05,0.0733,-5.151,0.0613,78.969,0.771,2
3HeZam86SuxGp1wZ3XMIjE,0.108,0.808,0.538,0.0743,0.0555,-10.211,0.0608,108.026,0.416,2
7pgy6WlDetgieGS7ABkftw,0.22,0.658,0.481,0.793,0.247,-8.817,0.0837,104.755,0.222,2
04caEZhAsQKnWqKsMwk9ud,0.0243,0.639,0.715,0.000552,0.619,-8.954,0.0392,128.072,0.813,2
1tNJrcVe6gwLEiZCtprs1u,0.223,0.815,0.518,0.0,0.104,-6.594,0.0897,151.891,0.877,2
1nWydPjxaHwae1T4DMhOMf,0.303,0.742,0.461,0.0173,0.112,-12.369,0.292,120.034,0.118,2
3YgtkOxZsTuaZdL8McA1FQ,0.582,0.747,0.867,0.00413,0.114,-7.311,0.088,124.015,0.684,2
5bcTCxgc7xVfSaMV3RuVke,0.0642,0.893,0.745,0.0,0.0943,-3.105,0.0571,101.018,0.872,2
0UiQQoQT0ZfPTGogNR2Qpj,0.0516,0.694,0.769,0.0,0.344,-4.901,0.0551,126.03,0.505,2
3OWoUTFewCAnGIkFHdL6KK,0.338,0.769,0.46,0.0693,0.477,-11.988,0.345,126.026,0.215,2
6nNXTSvVO6ue9Ywshh4PZ4,0.463,0.898,0.564,0.00553,0.113,-9.207,0.121,117.992,0.435,2
16frIpnyUb9poRwQxQTmaC,0.16,0.876,0.565,0.0284,0.114,-6.569,0.0333,111.936,0.931,2
4Z2zWAUN9YVxHkZXS7s1KE,0.167,0.734,0.67,7.32e-06,0.136,-5.691,0.0248,110.985,0.578,2
3DP6Puxk9he7RoolZv7SPz,0.0894,0.725,0.808,0.274,0.35,-7.717,0.0883,116.993,0.146,2
4h9wh7iOZ0GGn8QVp4RAOB,0.0826,0.704,0.797,0.000745,0.0546,-5.927,0.0475,139.994,0.825,2
4vd6dl0a2tvMBLTbEh2HcA,0.029,0.717,0.798,3.16e-06,0.12,-6.01,0.0471,115.938,0.735,2
24ySl2hOPGCDcxBxFIqWBu,0.021,0.672,0.855,0.0,0.323,-3.764,0.0397,123.056,0.646,2
260Ub1Yuj4CobdISTOBvM9,0.000927,0.721,0.701,0.026,0.234,-5.941,0.0306,130.091,0.892,2
6k1uYR0q9GDIbeJpuPCl9b,0.793,0.681,0.467,1.74e-05,0.0708,-9.682,0.0712,115.138,0.125,2
2z7VITS30dBexE91V5QXWv,0.161,0.743,0.832,0.0,0.0925,-3.937,0.0611,149.951,0.801,2
3L4jHpBf2gil2kUYFcYVxO,0.0169,0.716,0.896,0.00036,0.0957,-5.976,0.0591,120.106,0.33,2
1jEBSDN5vYViJQr78W7jr2,0.105,0.689,0.627,0.000321,0.0905,-5.692,0.308,184.008,0.905,2
2dpaYNEQHiRxtZbfNsse99,0.191,0.687,0.792,0.0,0.167,-2.749,0.0452,100.011,0.671,2
3PFwjTXeqg76QcdZep1jmz,0.00548,0.702,0.772,0.0,0.176,-7.411,0.0352,120.003,0.558,2
3VLHw9LckKrlGkzPxfJRLE,0.0265,0.627,0.921,0.00191,0.367,-5.896,0.224,125.978,0.222,2
3glNWhZ110B2DLJcCyPfGt,0.503,0.666,0.626,0.00025,0.449,-7.733,0.0862,109.876,0.404,2
5lfWrciYtohtIMVDVZd0Rf,0.276,0.81,0.733,6.73e-06,0.288,-6.338,0.0444,125.975,0.9,2
1Efuhe5pbP6oBeBZ9VbGw8,0.113,0.837,0.639,0.000665,0.0732,-6.774,0.0595,117.971,0.477,2
16Fxe5DvEXRxQwcorFyaIO,0.642,0.843,0.429,0.0,0.274,-7.023,0.0928,132.91,0.71,2
0MP8D9PQsFcx23hEwz5ZMO,0.0278,0.647,0.582,0.00161,0.45,-8.161,0.0938,124.955,0.388,2
4pNe1h6fI98gVafiF9xf0w,0.782,0.812,0.432,0.493,0.134,-9.119,0.0384,89.0,0.629,2
38XLUjlR84JEwK0SOvX77a,0.141,0.782,0.798,0.0,0.685,-5.07,0.0337,127.89,0.905,2
7aXPP2PcgYed5TYEC0JHIF,0.483,0.664,0.824,0.00578,0.125,-7.72,0.0643,98.988,0.197,2
2jxB6JRcwnyP5nLXStZJxs,0.182,0.542,0.536,0.00023,0.109,-10.221,0.227,99.871,0.146,2
5r43qanLhUCdBj8HN3fa6B,0.137,0.697,0.875,0.0,0.28,-4.621,0.034,140.069,0.774,2
5o6SMJaMQqDdG21ypMH6js,0.00212,0.645,0.739,0.0118,0.27,-6.293,0.0563,105.034,0.5,2
7ef4DlsgrMEH11cDZd32M6,0.037,0.791,0.862,2.19e-05,0.0814,-3.24,0.11,123.994,0.592,2
0RW1UL8w8rjQkaIaljaFc5,0.192,0.747,0.822,0.0,0.288,-5.15,0.0893,115.937,0.862,2
5LI5DHVYrtMKJQaedaUhTS,0.284,0.683,0.758,0.0,0.312,-7.29,0.163,95.956,0.686,2
6oELcspL4BONtElLhJfBPI,0.0714,0.737,0.682,0.00916,0.158,-4.2,0.0383,126.028,0.393,2
76hfruVvmfQbw0eYn1nmeC,0.152,0.774,0.753,0.0,0.0371,-5.446,0.0517,119.002,0.896,2
1YNejxrTddSkGseyZRDZRG,0.0344,0.609,0.878,0.123,0.202,-6.587,0.0438,113.985,0.674,2
4tUEEazNNKuPRP1CNb1TjM,0.525,0.645,0.434,0.179,0.204,-13.199,0.171,170.22,0.385,2
7s2kWabRM60W9I61HpKg8C,0.237,0.73,0.483,7.99e-05,0.31,-8.565,0.0879,87.996,0.883,2
3lUQpvfWFcxZC3RYAVGE7F,0.0233,0.803,0.75,3.87e-05,0.045,-4.67,0.0551,106.0,0.628,2
0CFDOgUcUUngd612sIAjyF,0.408,0.863,0.502,0.0391,0.237,-12.239,0.0554,120.006,0.442,2
4nK5YrxbMGZstTLbvj6Gxw,0.304,0.863,0.63,3.04e-05,0.123,-4.688,0.0537,128.977,0.816,2
36JXKRIYkJqJqGQRswwKvT,0.219,0.739,0.494,2.4e-05,0.16,-11.595,0.113,120.069,0.505,2
35QAUfIbfIXT3p3cWhaKxZ,0.276,0.786,0.686,0.668,0.0416,-7.18,0.0289,119.997,0.542,2
0ZDwhNFZnPx9EIPCcwGUHC,0.288,0.64,0.673,2.15e-06,0.113,-4.519,0.563,209.942,0.736,2
3gHqqfGzGlA6AomepHu4zj,0.326,0.735,0.483,0.000189,0.135,-9.437,0.0775,117.019,0.184,2
7sxb5C2mE0l5xfSL9M2hxQ,0.0134,0.674,0.767,6.95e-06,0.358,-6.86,0.116,105.029,0.69,2
0mpkpO26XkXjT5t3vyl8PA,0.482,0.791,0.387,0.000109,0.251,-9.6,0.159,117.05,0.528,2
1Tr3jVZlaNgi0xgPNQKBs9,0.000998,0.638,0.89,0.137,0.0889,-6.109,0.0349,122.018,0.134,2
52UESFZWWJ0ATZa0PNe8ki,0.336,0.673,0.68,0.00365,0.304,-8.073,0.0605,116.019,0.161,2
7hCNBVRhHzcsRAv0TQnOzq,0.263,0.658,0.762,0.0,0.127,-3.028,0.0425,163.864,0.823,2
2oakI4aTZTOXPjL2jy4b94,0.0399,0.665,0.713,0.0,0.0734,-5.779,0.0376,89.979,0.386,2
0e8nrvls4Qqv5Rfa2UhqmO,0.00614,0.737,0.846,0.0,0.0486,-4.51,0.22,87.981,0.546,2
1Q2gUmvHoPeLuPi7WPq8lP,0.349,0.734,0.464,0.078,0.0952,-11.389,0.0597,122.002,0.171,2
1qpsofJala45QFepOTMPB1,0.823,0.806,0.484,0.629,0.13,-9.41,0.0838,109.979,0.435,2
1uMHCAyGmHqyygoNRuo7MV,0.023,0.815,0.848,0.000162,0.0265,-4.704,0.115,106.032,0.684,2
73M0rMVx5CWE8M4uATSsto,0.355,0.706,0.824,0.000133,0.111,-7.959,0.0694,94.98,0.86,2
3juipaq8Z1iYYHyVg27wHs,0.0608,0.738,0.716,2.33e-06,0.183,-6.197,0.129,120.072,0.368,2
1MSr681PNnYl99LGajtPi5,0.0333,0.673,0.671,0.107,0.0835,-7.026,0.0358,107.013,0.31,2
51PSUD2YHjPyAy3jnkaoy7,0.125,0.731,0.626,0.0,0.183,-6.919,0.0805,82.488,0.862,2
5VTcvSlh2jWsQqOdRHXZdT,0.113,0.731,0.618,3.92e-06,0.132,-6.452,0.0786,120.995,0.662,2
4LRPiXqCikLlN15c3yImP7,0.342,0.52,0.731,0.00101,0.311,-5.338,0.0557,173.93,0.662,2
4RAR8g8fZNB106ezUurnE0,0.293,0.75,0.797,0.0,0.392,-4.826,0.118,105.949,0.523,2
18EBIqGYHjF5MoXvw8OAhr,0.197,0.605,0.356,0.843,0.485,-16.973,0.222,105.028,0.499,2
4xJgLXFUkIkILn6Z5IHBtD,0.343,0.697,0.751,0.00291,0.136,-8.253,0.0943,111.985,0.305,2
748mdHapucXQri7IAO8yFK,0.235,0.762,0.701,0.000158,0.123,-3.541,0.0286,110.968,0.742,2
01FnTmSe5zIE0LmqPISajN,0.0706,0.686,0.574,0.0647,0.0894,-8.868,0.0272,123.0,0.545,2
0Kk0afCAfEVtdJgDgISayk,0.173,0.617,0.612,0.0417,0.126,-8.508,0.0553,119.936,0.468,2
5c0lWlmIyCq7hzBhpZasYL,0.00912,0.688,0.742,1.37e-06,0.186,-6.363,0.0496,110.026,0.74,2
4YS0MW1khH9F0Ktg4QgMZN,0.644,0.839,0.531,0.777,0.0988,-8.211,0.0677,159.96,0.775,2
2xXPVOKw75Ouju8Qu4SdIA,0.0156,0.703,0.624,5.53e-05,0.299,-6.228,0.0364,131.966,0.808,2
1m8jhrWGlDXOWI2l8JG9Lk,0.119,0.819,0.657,1.54e-05,0.887,-6.009,0.242,142.938,0.916,2
0r3loIdpqMDjYwpMiY1XU4,0.0064,0.557,0.742,0.822,0.144,-9.51,0.0322,119.973,0.196,2
3Jl6WHQ5cXbSM1yZXay6XN,0.0288,0.582,0.913,0.67,0.331,-6.517,0.0387,105.009,0.715,2
3ZAtgPjqwwxxvXk9mbUeFX,0.146,0.692,0.67,0.00084,0.262,-7.459,0.0302,124.96,0.601,2
4iJyoBOLtHqaGxP12qzhQI,0.321,0.677,0.696,0.0,0.42,-6.181,0.119,90.03,0.464,2
0gOA1SWEZhRECJRguyxFFZ,0.0272,0.604,0.76,0.0283,0.129,-5.702,0.0307,154.966,0.777,2
11rz4gQIUR7DmIXqQ4MoKm,0.239,0.737,0.377,0.829,0.164,-10.884,0.051,100.013,0.33,2
6NgvAmrhjUENGdtVQnBHx8,0.0732,0.721,0.823,2.18e-06,0.0969,-4.596,0.0635,102.989,0.573,2
6JV2JOEocMgcZxYSZelKcc,0.0123,0.666,0.83,0.0,0.191,-5.715,0.0751,113.03,0.702,2
1qEmFfgcLObUfQm0j1W2CK,0.298,0.714,0.728,0.0,0.106,-4.595,0.0468,114.996,0.901,2
2hPIKvnUTG6xklMU1TWhOe,0.00231,0.66,0.795,0.225,0.469,-6.677,0.0352,124.026,0.241,2
